drug	drug_key	normalized_drug_key	primary_anticancer_class	primary_anticancer_class_slug	secondary_mechanism_note	include_in_enrichment	gdsc_putative_target	gdsc_pathway_name	classification_note	revision_note	source_annotation_used	revision_source_basis	pubchem_query_url	drugbank_query_url	source_workbook	source_workbook_sha256	source_workbook_md5
Axitinib	AXITINIB	AXITINIB	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	VEGFR/PDGFR/KIT receptor tyrosine kinase inhibitor	TRUE	PDGFR, KIT, VEGFR	RTK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PDGFR, KIT, VEGFR; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=Axitinib	https://go.drugbank.com/unearth/q?searcher=drugs&query=Axitinib	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZ6102	AZ6102	AZ6102	WNT-pathway modulators	WNT_PATHWAY_MODULATORS	Tankyrase inhibitor; TNKS1/TNKS2	TRUE	TNKS1, TNKS2	WNT signaling	Moved from Other based on TNKS1/TNKS2 target and WNT signaling annotation.	Moved from Other based on TNKS1/TNKS2 target and WNT signaling annotation.	GDSC target=TNKS1, TNKS2; GDSC pathway=WNT signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZ6102	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZ6102	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZ960	AZ960	AZ960	Non-receptor tyrosine kinase inhibitors	NON_RECEPTOR_TYROSINE_KINASE_INHIBITORS	JAK2/JAK3 non-receptor tyrosine kinase inhibitor	TRUE	JAK2, JAK3	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Non-receptor tyrosine kinase inhibitors based on target annotation.	GDSC target=JAK2, JAK3; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZ960	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZ960	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD1208	AZD1208	AZD1208	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	Granular target/pathway: PIM1, PIM2, PIM3; Other, kinases	TRUE	PIM1, PIM2, PIM3	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PIM1, PIM2, PIM3; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD1208	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD1208	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD1332	AZD1332	AZD1332	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	NTRK1/NTRK2/NTRK3 receptor tyrosine kinase inhibitor	TRUE	NTRK1, NTRK2, NTRK3	RTK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=NTRK1, NTRK2, NTRK3; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD1332	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD1332	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD2014	AZD2014	AZD2014	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	mTORC1/mTORC2 Ser/Thr kinase inhibitor	TRUE	mTORC1, mTORC2	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=mTORC1, mTORC2; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD2014	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD2014	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD3759	AZD3759	AZD3759	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	EGFR/ERBB receptor tyrosine kinase inhibitor	TRUE	EGFR	EGFR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=EGFR; GDSC pathway=EGFR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD3759	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD3759	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD4547	AZD4547	AZD4547	Receptor tyrosine kinase inhibitors	RECEPTOR_TYROSINE_KINASE_INHIBITORS	FGFR receptor tyrosine kinase inhibitor	TRUE	FGFR1, FGFR2, FGFR3	RTK signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=FGFR1, FGFR2, FGFR3; GDSC pathway=RTK signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD4547	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD4547	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD5153	AZD5153	AZD5153	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	BRD4	Chromatin other	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BRD4; GDSC pathway=Chromatin other; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD5153	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD5153	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD5363	AZD5363	AZD5363	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	AKT inhibitor	TRUE	AKT1, AKT2, AKT3, ROCK2	Other, kinases	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=AKT1, AKT2, AKT3, ROCK2; GDSC pathway=Other, kinases; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD5363	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD5363	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD5438	AZD5438	AZD5438	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	CDK/cell-cycle kinase inhibitor	TRUE	CDK2	Cell cycle	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CDK2; GDSC pathway=Cell cycle; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD5438	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD5438	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD5582	AZD5582	AZD5582	Proapoptotic agents	PROAPOPTOTIC_AGENTS	IAP/survivin apoptosis-pathway inhibitor	TRUE	XIAP, cIAP	Apoptosis regulation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=XIAP, cIAP; GDSC pathway=Apoptosis regulation; prior curated category=Apoptosis regulation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD5582	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD5582	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD5991	AZD5991	AZD5991	Proapoptotic agents	PROAPOPTOTIC_AGENTS	BCL2-family apoptosis antagonist/BH3 mimetic-like compound	TRUE	MCL1	Apoptosis regulation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=MCL1; GDSC pathway=Apoptosis regulation; prior curated category=Apoptosis regulation	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD5991	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD5991	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD6482	AZD6482	AZD6482	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	PI3Kbeta	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PI3Kbeta; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD6482	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD6482	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD6738	AZD6738	AZD6738	DNA damage repair inhibitors	DNA_DAMAGE_REPAIR_INHIBITORS	ATR checkpoint/DDR inhibitor	TRUE	ATR	Genome integrity	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=ATR; GDSC pathway=Genome integrity; prior curated category=Genome integrity and DNA damage	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD6738	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD6738	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD7762	AZD7762	AZD7762	DNA damage repair inhibitors	DNA_DAMAGE_REPAIR_INHIBITORS	Cell-cycle checkpoint / DDR inhibitor	TRUE	CHEK1, CHEK2	Cell cycle	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=CHEK1, CHEK2; GDSC pathway=Cell cycle; prior curated category=Cell cycle and mitosis	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD7762	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD7762	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD8055	AZD8055	AZD8055	Serine/threonine kinase inhibitors	SERINE_THREONINE_KINASE_INHIBITORS	mTORC1/mTORC2 Ser/Thr kinase inhibitor	TRUE	MTORC1, MTORC2	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.	Reassigned from broad Non-receptor kinase inhibitors to Serine/threonine kinase inhibitors based on target annotation.	GDSC target=MTORC1, MTORC2; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD8055	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD8055	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
AZD8186	AZD8186	AZD8186	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	BET/bromodomain inhibitor	TRUE	PI3Kalpha, PI3Kbeta	PI3K/MTOR signaling	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=PI3Kalpha, PI3Kbeta; GDSC pathway=PI3K/MTOR signaling; prior curated category=Signaling	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=AZD8186	https://go.drugbank.com/unearth/q?searcher=drugs&query=AZD8186	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
BDF00022089a	BDF00022089A	BDF00022089A	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Chromatin reader/writer/remodeling inhibitor	TRUE	BRPF1, BRPF2, BRPF3	Chromatin histone acetylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BRPF1, BRPF2, BRPF3; GDSC pathway=Chromatin histone acetylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=BDF00022089a	https://go.drugbank.com/unearth/q?searcher=drugs&query=BDF00022089a	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
BDILV000379a	BDILV000379A	BDILV000379A	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Chromatin reader/writer/remodeling inhibitor	TRUE	BAZ2A, BAZ2B	Chromatin histone acetylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BAZ2A, BAZ2B; GDSC pathway=Chromatin histone acetylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=BDILV000379a	https://go.drugbank.com/unearth/q?searcher=drugs&query=BDILV000379a	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
BDOCA000347a	BDOCA000347A	BDOCA000347A	Epigenetic inhibitors	EPIGENETIC_INHIBITORS	Chromatin reader/writer/remodeling inhibitor	TRUE	BRPF1, BRPF2, BRPF3	Chromatin histone acetylation	Assignment based on GDSC target/pathway annotation and requested ontology.		GDSC target=BRPF1, BRPF2, BRPF3; GDSC pathway=Chromatin histone acetylation; prior curated category=Epigenetics and transcription	GDSC putative target/pathway annotation + curated pharmacology rules; URLs included for manual verification.	https://pubchem.ncbi.nlm.nih.gov/#query=BDOCA000347a	https://go.drugbank.com/unearth/q?searcher=drugs&query=BDOCA000347a	/Users/4470246/Repositories/Gemcitabine-model/Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx	58f1d714b3821e1f9bc2bf280141b28398b6ae267f95d7a8d29c70c1f503af72	8eee867bb72ce2c21f70eca6ba3038de
